,timestep,Clipper-Europa distance,velocity,acceleration
97,824831913.4607,927729495,16.354757880977232,1.2728569625216769e-06
98,825350313.4607,930626560,16.585877434188543,1.2965424555666912e-06
99,825868713.4607,934297827,16.829534299191216,1.3221134792245964e-06
100,826387113.4607,936057908,17.086051622951913,1.3497111171216383e-06
101,826905513.4607,938336608,17.355789723168563,1.3794954241590362e-06
102,827423913.4607,941945595,17.63914861992068,1.4116450978467386e-06
103,827942313.4607,943835518,17.93657058327087,1.446414811267692e-06
104,828460713.4607,945520074,18.2485393131245,1.4838614048848177e-06
105,828979113.4607,948889487,18.575605185583292,1.5244027742980066e-06
106,829497513.4607,950959175,18.918355131163118,1.5682637947644701e-06
107,830015913.4607,952122851,19.27744066434925,1.6157622261272362e-06
108,830534313.4607,955065151,19.653576457753942,1.6672560974693399e-06
109,831052713.4607,957289000,20.04754517964476,1.723150246065686e-06
110,831571113.4607,958031011,20.4602026058773,1.7839038339635237e-06
111,832089513.4607,960361113,20.89248296230309,1.8500400857929824e-06
112,832607913.4607,962635579,21.34540329713076,1.9221553582535183e-06
113,833126313.4607,963045199,21.820065143612382,2.000923893897903e-06
114,833644713.4607,964593605,22.31765628022798,2.0871115996819485e-06
115,834163113.4607,966732992,22.839453304444923,2.1815965543846766e-06
116,834681513.4607,966850784,23.38682010301838,2.2853843254051837e-06
117,835199913.4607,967463309,23.9612006988537,2.3996242074649255e-06
118,835718313.4607,969193186,24.564105565974597,2.525628324022886e-06
119,836236713.4607,968970120,25.197088523633038,2.6648916983726613e-06
120,836755113.4607,968488770,25.86170977991225,2.8191114148950846e-06
121,837273513.4607,969433860,26.559479059666657,2.9902022032112778e-06
122,837791913.4607,968688760,27.291770555433022,3.180303874340363e-06
123,838310313.4607,966905810,28.059698503659313,3.3917730648574023e-06
124,838828713.4607,966568362,28.863936245165288,3.6270627929662627e-06
125,839347113.4607,964935623,29.704403532212478,3.889067794727584e-06
126,839865513.4607,961520074,30.580193452105068,4.180117123551896e-06
127,840383913.4607,959248345,31.488662828591078,4.5025672613002855e-06
128,840902313.4607,956115089,32.42511008615051,4.857937352011299e-06
129,841420713.4607,950536563,33.38191085435488,5.246350560249192e-06
130,841939113.4607,945496318,34.34758732569841,5.665621713309551e-06
131,842457513.4607,939976259,35.30581052539455,6.1100653078245465e-06
132,842975913.4607,931498002,36.23452329136553,6.569127135238509e-06
133,843494313.4607,922753993,37.105523155918185,7.026137868147047e-06
134,844012713.4607,913861694,37.88499558271573,7.457797313268088e-06
135,844531113.4607,901828056,38.535529822215345,7.834985178343716e-06
136,845049513.4607,888802226,39.01992888167479,8.126149803818596e-06
137,845567913.4607,876103648,39.30653691127484,8.302614822060567e-06
138,846086313.4607,860723522,39.374897075666404,-8.345061624717094e-06
139,846604713.4607,844050032,39.219941406937274,-8.248595081419713e-06
140,847123113.4607,828473198,38.85309669445357,-8.024100039629937e-06
141,847641513.4607,811352309,38.299852816535676,-7.69519801684172e-06
142,848159913.4607,793000646,37.5948078400941,-7.292160816330761e-06
143,848678313.4607,776452554,36.77610533547576,-6.8447255492581e-06
144,849196713.4607,759680679,35.88938540161894,-6.118370399473046e-06
145,849715113.4607,740968154,38.82972805571828,-5.841994298031364e-06
146,850233513.4607,723048220,38.09570508622486,-5.611535649827178e-06
147,850751913.4607,706042020,37.28481931532875,-5.218928358581843e-06
148,851270313.4607,687875400,36.41915602214842,-4.825919927981042e-06
149,851788713.4607,671440848,35.52544041635026,-4.445733229356339e-06
150,852307113.4607,656804093,34.62485027449619,-4.0874536977984695e-06
151,852825513.4607,641123712,33.73304180044758,-3.756029493740316e-06
152,853343913.4607,626475096,32.86094125206811,-3.4533343415116964e-06
153,853862313.4607,614133436,32.01571334311728,-3.1792054814424073e-06
154,854380713.4607,601056251,31.20167799515774,-2.932257196503479e-06
155,854899113.4607,588129632,30.421084646213007,-2.7104550808104147e-06
156,855417513.4607,577661405,29.67472511410401,-2.5114918743129647e-06
157,855935913.4607,567000210,28.962399809051348,-2.3330243317484648e-06
158,856454313.4607,555672904,28.28325943145361,-2.1728133371333016e-06
159,856972713.4607,546598554,27.636047510679237,-2.0287896439503995e-06
160,857491113.4607,538026510,27.01927151883183,-1.8990803448517613e-06
161,858009513.4607,528224883,26.431321891537433,-1.7820148996772064e-06
162,858527913.4607,520137095,25.870552572255047,-1.6761175481898767e-06
163,859046313.4607,513257789,25.335334052886626,-1.580092340628232e-06
164,859564713.4607,504952040,24.824087173983926,-1.4928052045647996e-06
165,860083113.4607,497567629,24.33530360498638,-1.4132655408248432e-06
166,860601513.4607,491960121,23.867557189386112,-1.3406086663242849e-06
167,861119913.4607,485115801,23.419509091020277,-1.2740797884700387e-06
168,861638313.4607,478292844,22.98990873897064,-1.2130198949791117e-06
169,862156713.4607,473547298,22.577591777832076,-1.1568534336214548e-06
170,862675113.4607,468079292,22.181475856707035,-1.1050756945429063e-06
171,863193513.4607,461805252,21.80055640668989,-1.0572391070330354e-06
172,863711913.4607,457557694,21.433904300515973,-1.0129486544967316e-06
173,864230313.4607,453307809,21.080661412976664,-9.718605978947032e-07
174,864748713.4607,447661887,20.740033671579212,-9.336724985142201e-07
175,865267113.4607,443627946,20.41128546263928,-8.981154907300805e-07
176,865785513.4607,440366428,20.09373524063842,-8.64950240294646e-07
177,866303913.4607,435463433,19.78675142302953,-8.339635824034774e-07
178,866822313.4607,431465779,19.489748450227946,-8.049653667068492e-07
179,867340713.4607,428912010,19.202183081914146,-7.777856256244981e-07
180,867859113.4607,424844399,18.92355097235139,-7.522721071818873e-07
181,868377513.4607,420829769,18.65338353411413,-7.282881761519575e-07
182,868895913.4607,418680480,18.391245065661614,-7.057111427681801e-07
183,869414313.4607,415477342,18.13673001967055,-6.844311802772352e-07
184,869932713.4607,411507001,17.88946005802253,-6.643504484037978e-07
185,870451113.4607,409471604,17.649080824777172,-6.45379495433732e-07
186,870969513.4607,407080272,17.415260523343996,-6.274321456004125e-07
187,871487913.4607,403294568,17.187690753935115,-6.104303664862422e-07
188,872006313.4607,401137461,16.966084720077824,-5.943075946522251e-07
189,872524713.4607,399422544,16.75017389964559,-5.790038679965781e-07
190,873043113.4607,395990936,16.539706185074465,-5.644635815234493e-07
191,873561513.4607,393567799,16.334444819467116,-5.506353938259736e-07
192,874079913.4607,392324642,16.134167418300542,-5.37472126938649e-07
193,874598313.4607,389395423,15.938664994090235,-5.24930471752629e-07
194,875116713.4607,386675284,15.74774102679414,-5.129706355468175e-07
195,875635113.4607,385654202,15.561210608872644,-5.015560096026406e-07
196,876153513.4607,383319346,15.378899675728313,-4.906529203431668e-07
197,876671913.4607,380378756,15.200644296534582,-4.802306144232524e-07
198,877190313.4607,379321287,15.026289858916051,-4.702617222911249e-07
199,877708713.4607,377595976,14.85568970655229,-4.607223616628059e-07
200,878227113.4607,374587027,14.688703519411515,-4.51588240531026e-07
201,878745513.4607,373273016,14.525198083448945,-4.428317924000394e-07
202,879263913.4607,372086325,14.365049275352863,-4.3442954082758426e-07
203,879782313.4607,369195406,14.208140783540896,-4.2636342776095487e-07
204,880300713.4607,367484341,14.054362178916223,-4.186167163845491e-07
205,880819113.4607,366683562,13.903608297972726,-4.1117303680427726e-07
206,881337513.4607,364088654,13.755779082610466,-4.0401671790367403e-07
207,881855913.4607,361942932,13.610779402702954,-3.9713297937435554e-07
208,882374313.4607,361313243,13.468518832008552,-3.905079453653483e-07
209,882892713.4607,359150397,13.328911417080256,-3.841285899444344e-07
210,883411113.4607,356633532,13.191875468628428,-3.779826789897971e-07
211,883929513.4607,355935294,13.05733339007226,-3.7205879184631447e-07
212,884447913.4607,354272808,12.925211507417464,-3.6634663887496087e-07
213,884966313.4607,351524571,12.795439655379344,-3.608379017969156e-07
214,885484713.4607,350541865,12.667950012773314,-3.5552588134318116e-07
215,886003113.4607,349360720,12.542676091273355,-3.504004880040876e-07
216,886521513.4607,346565777,12.419554626768177,-3.4544827981981155e-07
217,887039913.4607,345148902,12.298527322935543,-3.4066019795618437e-07
218,887558313.4607,344339219,12.179539403465359,-3.3603039441821905e-07
219,888076713.4607,341692115,12.062538334528814,-3.315529734643505e-07
220,888595113.4607,339781583,11.94747362994591,-3.2722169335520294e-07
221,889113513.4607,339158728,11.834296911214278,-3.230303318617987e-07
222,889631913.4607,336829003,11.722961924555847,-3.189728754309191e-07
223,890150313.4607,334458765,11.6134245121427,-3.1504356964826107e-07
224,890668713.4607,333800159,11.50564257150139,-3.112369165524074e-07
225,891187113.4607,331899954,11.399576030593188,-3.075476771330964e-07
226,891705513.4607,329183417,11.295186852206704,-3.039709920661307e-07
227,892223913.4607,328275595,11.192439004572496,-3.0050291618016255e-07
228,892742313.4607,326830893,11.091298036432205,-2.9714141020917617e-07
229,893260713.4607,323939796,10.991729774124204,-2.938848494833479e-07
230,893779113.4607,322618177,10.893699879101156,-2.90726564752959e-07
231,894297513.4607,321559489,10.797176380863839,-2.8765839772372727e-07
232,894815913.4607,318695226,10.702130674894791,-2.8467688578720707e-07
233,895334313.4607,316869766,10.608535960740124,-2.8178035203561163e-07
234,895852713.4607,316045467,10.516366377628925,-2.789666498480594e-07
235,896371113.4607,313401729,10.425596956791047,-2.762332158311166e-07
236,896889513.4607,311067470,10.336203708360548,-2.735773821649799e-07
237,897407913.4607,310276365,10.248163665295545,-2.709965171302269e-07
238,897926313.4607,308000525,10.161454894124418,-2.684880601733407e-07
239,898444713.4607,305235741,10.076056502834644,-2.6604951828939725e-07
240,898963113.4607,304269515,9.991948673602334,-2.6367848652755367e-07
241,899481513.4607,302428149,9.909112732162255,-2.613728533062356e-07
242,899999913.4607,299383330,9.82753114404289,-2.5913156383492183e-07
243,900518313.4607,298062065,9.747186926654296,-2.569555017361845e-07
244,901036713.4607,296626841,9.668062197832787,-2.5484434673729465e-07
245,901555113.4607,293500578,9.590138476550717,-2.5279211450141907e-07
246,902073513.4607,291700467,9.513399425626973,-2.5079413009000126e-07
247,902591913.4607,290558171,9.437834936351244,-2.4883310751632866e-07
248,903110313.4607,287558494,9.363424334330107,-2.4695539820780923e-07
249,903628713.4607,285231548,9.290158534118497,-2.4511454530631896e-07
250,904147113.4607,284209260,9.21802521426561,-2.433243911685352e-07
251,904665513.4607,281510263,9.147012452838034,-2.4158357523010324e-07
252,905183913.4607,278694059,9.077108847061023,-2.3989068160876443e-07
253,905702313.4607,277593650,9.00830355128829,-2.3824426822316363e-07
254,906220713.4607,275298698,8.940586322472523,-2.3664286286158904e-07
255,906739113.4607,272115265,8.873947602967789,-2.3508501376722313e-07
256,907257513.4607,270744708,8.808378647646563,-2.3356962483032536e-07
257,907775913.4607,268868774,8.74387151062452,-2.3209697827752864e-07
258,908294313.4607,265503758,8.68041821412892,-2.3066907553028637e-07
259,908812713.4607,263706842,8.618009283910778,-2.2928477872442098e-07
260,909331113.4607,262180785,8.556634895342182,-2.279380417116594e-07
261,909849513.4607,258845128,8.496287421165103,-2.266257305097736e-07
262,910367913.4607,256531097,8.436960981234817,-2.2534795987942952e-07
263,910886313.4607,255217228,8.378650217230117,-2.2410487803030013e-07
264,911404713.4607,252102955,8.321349958554228,-2.2289605314700158e-07
265,911923113.4607,249266701,8.265055272262712,-2.217207467508076e-07
266,912441513.4607,247982942,8.20976154252322,-2.2057811177870967e-07
267,912959913.4607,245226039,8.155464521232846,-2.1946726669161071e-07
268,913478313.4607,241954817,8.102160365681984,-2.1838730742918951e-07
269,913996713.4607,240502395,8.04984569181238,-2.1733730778033878e-07
270,914515113.4607,238162607,7.998517678231425,-2.1631641259197748e-07
271,915033513.4607,234618978,7.948174218606051,-2.1532435731131907e-07
272,915551913.4607,232814759,7.898813823760524,-2.1436269510731516e-07
273,916070313.4607,230871222,7.850434453367163,-2.1343397952837778e-07
274,916588713.4607,227256898,7.803032216025898,-2.1253587179325178e-07
275,917107113.4607,224971479,7.756603255785028,-2.1166311678382058e-07
276,917625513.4607,223327023,7.71114574380472,-2.1081449009767044e-07
277,918143913.4607,219842669,7.666659015618102,-2.0999086611008435e-07
278,918662313.4607,217028983,7.623142594263781,-2.091927892072973e-07
279,919180713.4607,215523991,7.580595970441408,-2.0842029905124865e-07
280,919699113.4607,212333227,7.539018636824381,-2.0767318673878925e-07
281,920217513.4607,209038300,7.498410137920318,-2.0695113813159312e-07
282,920735913.4607,207475013,7.4587701021187645,-2.0625377836030672e-07
283,921254313.4607,204680821,7.420098272376746,-2.0558066994103093e-07
284,921772713.4607,201034426,7.382394565070332,-2.049314202139819e-07
285,922291113.4607,199211954,7.345654032021196,-2.0458507099525238e-07
286,922809513.4607,196845036,7.321996233012028,-1.7189892099321392e-07
287,923327913.4607,193037538,7.287590001035264,-2.0311899855573458e-07
288,923846313.4607,190803819,7.254054967142253,-2.025896738379606e-07
289,924364713.4607,188814919,7.221484781003572,-2.0207145997789764e-07
290,924883113.4607,185037236,7.189877340195884,-2.0157392163270458e-07
291,925401513.4607,182296717,7.1592320919511385,-2.010970254069866e-07
292,925919913.4607,180548553,7.1295490617153785,-2.0064179795728832e-07
293,926438313.4607,176985364,7.1008281157579045,-2.0020877338940883e-07
294,926956713.4607,173740975,7.0730688137231805,-1.997980594495734e-07
295,927475113.4607,172046396,7.046270430839146,-1.9940955871864863e-07
296,927993513.4607,168839452,7.020431990170327,-1.9904307648699312e-07
297,928511913.4607,165179176,6.995552285089885,-1.9869835025061047e-07
298,929030313.4607,163331060,6.97162990900637,-1.983750458874947e-07
299,929548713.4607,160556071,6.948663329630243,-1.9807278437144246e-07
300,930067113.4607,156631245,6.926651063034016,-1.9779143556722034e-07
301,930585513.4607,154446664,6.905591889510177,-1.9753220215500583e-07
302,931103913.4607,152094409,6.8854844185640225,-1.9729847548945717e-07
303,931622313.4607,148094319,6.866325252998143,-1.9709130674459265e-07
304,932140713.4607,145450488,6.848108689970935,-1.9690625868660947e-07
305,932659113.4607,143424690,6.8308292996864175,-1.9674087831317924e-07
306,933177513.4607,139547266,6.81448256501453,-1.9659617415432505e-07
307,933695913.4607,136400905,6.799063853483252,-1.9647358839423603e-07
308,934214313.4607,134535441,6.784567814640658,-1.9637415378227543e-07
309,934732713.4607,130954141,6.770988205129587,-1.9629866692391615e-07
310,935251113.4607,127344877,6.758317817588084,-1.9624787287723238e-07
311,935769513.4607,125438351,6.746548404458427,-1.9622254894010127e-07
312,936287913.4607,122270577,6.735670583223554,-1.9622352835008044e-07
313,936806313.4607,118311409,6.725673740268581,-1.9625170174482556e-07
314,937324713.4607,116169290,6.716545978670842,-1.963080910986034e-07
315,937843113.4607,113448936,6.708274178164211,-1.9639434240270808e-07
316,938361513.4607,109309606,6.700844037661737,-1.9651414187496141e-07
317,938879913.4607,106778144,6.694239116899572,-1.966731415152814e-07
318,939398313.4607,104447714,6.6884385247029705,-1.968730235602704e-07
319,939916713.4607,100328813,6.683417004748439,-1.9711192173699056e-07
320,940435113.4607,97318479,6.679147002434136,-1.9739179939084055e-07
321,940953513.4607,95243042,6.675598309645329,-1.9771765965245755e-07
322,941471913.4607,91338945,6.6727365579321996,-1.9809523931585167e-07
323,941990313.4607,87837338,6.670522023251976,-1.985308241531571e-07
324,942508713.4607,85833076,6.668908564150147,-1.9903169103724843e-07
325,943027113.4607,82293323,6.6678424052103935,-1.9960658485798158e-07
326,943545513.4607,78367792,6.667260622704165,-2.0026622761629424e-07
327,944063913.4607,76238343,6.667089232791042,2.0102393923151642e-07
328,944582313.4607,73135316,6.667240778186833,2.0189647586729085e-07
329,945100713.4607,68925465,6.667611300548889,2.029053216455821e-07
330,945619113.4607,66492223,6.668076540706907,2.040790777654893e-07
331,946137513.4607,63808336,6.668486765725428,2.0545751309864587e-07
332,946655913.4607,59502171,6.66865841671995,-2.070936963071432e-07
333,947174313.4607,56629956,6.668362211418037,-2.0905317180981508e-07
334,947692713.4607,54266740,6.667310628343972,-2.1142562603526582e-07
335,948211113.4607,50060477,6.6651408070957245,-2.143432507582054e-07
336,948729513.4607,46679196,6.6613866556435815,-2.1799943273262992e-07
337,949247913.4607,44476629,6.655437209318799,-2.2268123155618433e-07
338,949766313.4607,40528586,6.64647417213524,-2.2882759071767692e-07
339,950284713.4607,36643434,6.633374274637746,-2.3713270328891388e-07
340,950803113.4607,34404518,6.614550003427297,-2.487363524949231e-07
341,951321513.4607,30792687,6.587677256766856,-2.6559044681818715e-07
342,951839913.4607,26474714,6.549202238222874,-2.9120459681769195e-07
343,952358313.4607,23982547,6.493382365503712,-3.322752052462455e-07
344,952876713.4607,20661867,6.410240863536889,-4.0261428821266665e-07
345,953395113.4607,15982734,6.280627281113331,-5.34123306074337e-07
346,953913513.4607,12985635,6.061953700793158,-8.151944875739722e-07
347,954431913.4607,9630076,5.633417331785786,-1.584413060339829e-06
348,954950313.4607,4224909,4.425314639329753,-5.48839535820926e-06
349,955468713.4607,1243964,16.497392356836926,9.678908509946132e-05
350,955987113.4607,4905055,16.217254222965337,-5.783337895027918e-06
351,956505513.4607,7804286,15.557837556045328,-2.5838719475809904e-06
352,957023913.4607,8655611,15.151245886619026,-1.6644861875411104e-06
353,957542313.4607,11028971,14.857464055229974,-1.2490366980918e-06
354,958060713.4607,12942043,14.626405540584532,-1.018279145756831e-06
355,958579113.4607,13031430,14.434919673368656,-8.740983697117445e-07
356,959097513.4607,14510781,14.270481705716682,-7.770207047987756e-07
357,959615913.4607,16195650,14.125562081850923,-7.083000339605674e-07
358,960134313.4607,15947829,13.995275557662596,-6.579767519058052e-07
359,960652713.4607,16658777,13.87625707174181,-6.20316446703706e-07
360,961171113.4607,18221769,13.766078721126744,-5.918128558238334e-07
361,961689513.4607,17870195,13.662911606575355,-5.702295009317129e-07
362,962207913.4607,17868470,13.56532205857073,-5.540972031783693e-07
363,962726313.4607,19258446,13.472142656521624,-5.424348467382425e-07
364,963244713.4607,18953787,13.382387687646434,-5.345955390809367e-07
365,963763113.4607,18319602,13.295190645167448,-5.301765065883955e-07
366,964281513.4607,19411977,13.241972166702107,-5.289572767743662e-07
367,964799913.4607,19232071,13.157752357184867,-5.308730953641573e-07
368,965318313.4607,18080904,13.07356200750782,-5.3603865527414e-07
369,965836713.4607,18726627,12.988568003800932,-5.447419074271185e-07
370,966355113.4607,18679516,12.901830689731153,-5.574866214092671e-07
371,966873513.4607,17141666,12.812239162004362,-5.750580257518779e-07
372,967391913.4607,17193799,12.718418488840344,-5.986513692056146e-07
373,967910313.4607,17209594,12.618589602072895,-6.30099159116252e-07
374,968428713.4607,15386885,12.510353370771048,-6.665832823638276e-07
375,968947113.4607,14719876,12.390275342215846,-7.297423797327204e-07
376,969465513.4607,14636499,12.253252790212796,-8.104734031764878e-07
377,969983913.4607,12544650,12.091093620136064,-9.289936912870731e-07
378,970502313.4607,11029299,11.889561390735235,-1.114863956892151e-06
379,971020713.4607,10534360,11.62086144176205,-1.4376140682805337e-06
380,971539113.4607,7906298,11.220240809001432,-2.1024516091429337e-06
381,972057513.4607,5188255,10.481072069243424,-4.0284644587308455e-06
382,972575913.4607,3137778,7.904182837468344,-2.0742572751520713e-05
383,973094313.4607,3449417,14.9820124344602,1.6566715509713805e-05
384,973612713.4607,4987140,14.867042664245268,-4.634824991409349e-06
385,974131113.4607,6707352,14.657900845039057,-2.8428001500963123e-06
386,974649513.4607,8585021,14.47199389774071,-2.2232468888987214e-06
387,975167913.4607,8094285,14.298800348634394,-1.9757703476796875e-06
388,975686313.4607,8254700,14.12556536764516,-1.9227721080651877e-06
389,976204713.4607,8958790,13.937536823267738,-2.0353392112629295e-06
390,976723113.4607,7324084,13.708971685492902,-2.383793109460995e-06
391,977241513.4607,6021110,13.382353571682417,-3.274160488434577e-06
392,977759913.4607,5164149,12.744966008468046,-6.406698006043834e-06
393,978278313.4607,571131,8.498311606062913,-8.390349552571422e-05
394,978796713.4607,2845744,14.56472019850829,1.1167855543117875e-05
395,979315113.4607,5209371,14.858256353726349,5.170074599066358e-06
396,979833513.4607,6109434,14.887012137875848,-4.218778784152785e-06
397,980351913.4607,4649098,14.81598371284703,-4.699477023306302e-06
398,980870313.4607,4332484,14.548214152652184,-8.058660801209266e-06
399,981388713.4607,843481,10.686890208556,-0.00012956065743790826
400,981907113.4607,3294001,14.46265661779934,1.1467014688305782e-05
401,982425513.4607,4210584,15.099569999714644,6.2184031073296085e-06
402,982943913.4607,5195044,15.347940783938347,6.3817255413586495e-06
403,983462313.4607,2689333,15.333386512863145,-1.308339655406153e-05
404,983980713.4607,944179,11.462194543277594,6.830076855746888e-05
405,984499113.4607,4015688,15.242131459061094,1.0205405262719514e-05
406,985017513.4607,3705400,16.04667382823916,9.91672236847407e-06
407,985535913.4607,1472925,15.888048997377682,-4.96194560620727e-05
408,986054313.4607,2742440,15.676914918359117,1.958126181892477e-05
409,986572713.4607,3043594,16.69207911172169,1.6680708490223902e-05
410,987091113.4607,1292122,10.552898475861419,0.00013911522345432434
411,987609513.4607,3402910,15.865913021655912,1.1637337772529494e-05
412,988127913.4607,3810733,16.05258539536429,-1.141516441224677e-05
413,988646313.4607,934312,12.834334148279929,-0.0001639383858131564
414,989164713.4607,2715252,14.366273811390732,1.2890105884426896e-05
415,989683113.4607,4936062,15.442448767989106,7.153316886973399e-06
416,990201513.4607,3512090,15.902463160059197,8.331944597237138e-06
417,990719913.4607,2232906,15.558199998245644,-3.3603357431130534e-05
